nu,n,D,test_mse,interval
7.5,2000,448,0.07967843860387802,1.2438287734985352
7.5,2000,480,0.20760375261306763,2.126936674118042
7.5,2000,512,0.1642376333475113,1.4809021949768066
7.5,4000,32,0.05668020620942116,1.0683650970458984
7.5,4000,64,0.17945323884487152,1.8528320789337158
7.5,4000,96,0.12151461839675903,1.49749755859375
7.5,4000,128,0.04126650467514992,0.8576209545135498
7.5,4000,160,0.5626382827758789,3.2615718841552734
7.5,4000,192,0.3405159115791321,2.542603015899658
7.5,4000,224,0.06264100968837738,1.0451273918151855
7.5,4000,256,0.10987822711467743,1.803236484527588
7.5,4000,288,0.043454404920339584,0.9565045833587646
7.5,4000,320,0.3293617367744446,2.5800180435180664
7.5,4000,352,0.10869447886943817,1.3709099292755127
7.5,4000,384,0.12459547072649002,1.58279550075531
7.5,4000,416,0.565948486328125,3.7299792766571045
7.5,4000,448,0.0254150852560997,0.7126522064208984
7.5,4000,480,0.1454860270023346,1.8298285007476807
7.5,4000,512,0.0589047335088253,1.0616841316223145
7.5,6000,32,0.06195555254817009,1.2441737651824951
7.5,6000,64,0.068355992436409,1.0962570905685425
7.5,6000,96,0.5428888201713562,3.105642795562744
7.5,6000,128,0.13790060579776764,1.610624074935913
7.5,6000,160,0.16146746277809143,1.6270512342453003
7.5,6000,192,0.08453847467899323,1.2631604671478271
7.5,6000,224,0.06273359805345535,1.1007195711135864
7.5,6000,256,0.010920938104391098,0.47400784492492676
7.5,6000,288,0.08675482869148254,1.3676726818084717
7.5,6000,320,0.2504451870918274,1.9662725925445557
7.5,6000,352,0.3685868978500366,2.29966402053833
7.5,6000,384,0.13295137882232666,1.5721759796142578
7.5,6000,416,0.12289199978113174,1.3877184391021729
7.5,6000,448,0.05064581707119942,0.9249207973480225
7.5,6000,480,0.06425369530916214,1.2251079082489014
7.5,6000,512,0.09991961717605591,1.4317529201507568
7.5,8000,32,0.0331103689968586,0.8187422752380371
7.5,8000,64,0.03821086883544922,0.8238925933837891
7.5,8000,96,0.09708045423030853,1.5573320388793945
7.5,8000,128,0.021033640950918198,0.675544261932373
7.5,8000,160,0.1281745880842209,1.3877708911895752
7.5,8000,192,0.19214856624603271,1.9749252796173096
7.5,8000,224,0.16878186166286469,1.8050804138183594
7.5,8000,256,0.03221394121646881,0.6876652240753174
7.5,8000,288,0.019483745098114014,0.6298365592956543
7.5,8000,320,0.0670592188835144,1.3125874996185303
7.5,8000,352,0.12421732395887375,1.5081336498260498
7.5,8000,384,0.05587571859359741,1.0794850587844849
7.5,8000,416,0.040362242609262466,0.7892029285430908
7.5,8000,448,0.11223103106021881,1.4559823274612427
7.5,8000,480,0.07674812525510788,1.4398932456970215
7.5,8000,512,0.10316918790340424,1.3819016218185425
